,Method_name,Median_across_patients
1,BCohF,0.943333333333333
2,BCorrU,0.873333333333334
3,BF_BCmean,0.83875
4,BF_BCmedian,0.77
5,BF_PF_BCmean,0.845
6,BF_PF_BCmedian,0.76
7,BF_PFmean,0.85
8,BF_PFmedian,0.76875
9,PCohF,0.946666666666667
10,PF_BCmean,0.845
11,PF_BCmedian,0.77
12,T_BCmean,0.975
13,T_BCmedian,0.965
14,T_BF_BCmean,0.975
15,T_BF_BCmedian,0.90625
16,T_BF_PF_BCmean,0.97625
17,T_BF_PF_BCmedian,0.89125
18,T_BF_PFmean,0.97625
19,T_BF_PFmedian,0.83875
20,T_BFmean,0.975
21,T_BFmedian,0.965
22,T_PF_BCmean,0.975
23,T_PF_BCmedian,0.9375
24,T_PFmean,0.97625
25,T_PFmedian,0.965
26,Tigress,0.97125
