,Method_name,Median_across_patients
1,Af,0.5925
2,AS,0.6
3,BCohF,1
4,BCohW,0
5,BCorrD,0.865
6,BCorrU,1
7,BH2D,0.6525
8,BH2U,0.813333333333333
9,BMITD1,0.64
10,BMITD2,0.63
11,BMITU,0.68
12,BTED,0.645
13,BTEU,0.69
14,COH1,0.973333333333333
15,COH2,0.9
16,DC1,0.6275
17,dDTF,0.755
18,DTF,0.5875
19,ffDTF,0.5975
20,Genie,0.86
21,GGC,0.575
22,GPDC,0.63
23,hmvar,0.6025
24,MVAR,0.5925
25,oPDCF,0.5875
26,pCOH1,0.946666666666667
27,pCOH2,0.946666666666667
28,PCohF,1
29,PCohW,0
30,PCorrD,0.87
31,PCorrU,0.733333333333333
32,PDC,0.59
33,PH2D,0.6625
34,PH2U,0.7
35,PMITD1,0.65
36,PMITD2,0.645
37,PMITU,0.706666666666667
38,PTED,0.6725
39,PTEU,0.6975
40,Smvar,0.873333333333334
41,Tigress,0.97
