,Method_name,Sum_of_avg_across_patients
1,Af,30.43
2,AS,30.71
3,BCohF,49.3066666666667
4,BCohW,0
5,BCorrD,42.99
6,BCorrU,48.9333333333333
7,BH2D,32.105
8,BH2U,40.0133333333333
9,BMITD1,31.925
10,BMITD2,31.92
11,BMITU,34.4
12,BTED,32.225
13,BTEU,34.33
14,COH1,47.92
15,COH2,44.48
16,DC1,31.17
17,dDTF,37.965
18,DTF,30.545
19,ffDTF,30.545
20,Genie,42.73
21,GGC,28.37
22,GPDC,30.51
23,hmvar,30.315
24,MVAR,30.495
25,oPDCF,30.155
26,pCOH1,46.88
27,pCOH2,46.88
28,PCohF,49.72
29,PCohW,0
30,PCorrD,43.435
31,PCorrU,37.56
32,PDC,29.835
33,PH2D,32.855
34,PH2U,34.72
35,PMITD1,32.445
36,PMITD2,32.075
37,PMITU,35.2533333333333
38,PTED,32.89
39,PTEU,34.97
40,Smvar,43.6133333333333
41,Tigress,48.74
