,Method_name,Sum_of_avg_across_patients
1,Af,35.475
2,AS,35.555
3,BCohF,49.0133333333333
4,BCohW,0
5,BCorrD,42.455
6,BCorrU,48.5466666666667
7,BH2D,36.4325
8,BH2U,40.2066666666667
9,BMITD1,36.2825
10,BMITD2,36.32
11,BMITU,34.56
12,BTED,36.4525
13,BTEU,37.825
14,COH1,47.24
15,COH2,43.96
16,DC1,35.805
17,dDTF,39.7025
18,DTF,35.5325
19,ffDTF,35.5325
20,Genie,42.185
21,GGC,34.365
22,GPDC,35.615
23,hmvar,35.3775
24,MVAR,35.4875
25,oPDCF,35.3775
26,pCOH1,46.28
27,pCOH2,46.28
28,PCohF,49.58
29,PCohW,0
30,PCorrD,42.7375
31,PCorrU,37.98
32,PDC,35.2175
33,PH2D,36.8675
34,PH2U,36
35,PMITD1,36.6825
36,PMITD2,36.4575
37,PMITU,35.7066666666667
38,PTED,36.845
39,PTEU,38.105
40,Smvar,43.1266666666667
41,Tigress,48.43
