,Method_name,Sum_of_avg_across_patients
1,BCohF,49.668
2,BCorrU,49.288
3,BF_BCmean,42.57
4,BF_BCmedian,39.9995
5,BF_PF_BCmean,42.551
6,BF_PF_BCmedian,40.1655
7,BF_PFmean,42.5335
8,BF_PFmedian,40.174
9,PCohF,50
10,PF_BCmean,42.529
11,PF_BCmedian,40.009
12,T_BCmean,49.074
13,T_BCmedian,48.706
14,T_BF_BCmean,49.0995
15,T_BF_BCmedian,47.1635
16,T_BF_PF_BCmean,49.1825
17,T_BF_PF_BCmedian,45.4935
18,T_BF_PFmean,49.1275
19,T_BF_PFmedian,41.265
20,T_BFmean,49.0695
21,T_BFmedian,48.7045
22,T_PF_BCmean,49.098
23,T_PF_BCmedian,47.3935
24,T_PFmean,49.068
25,T_PFmedian,48.7075
26,Tigress,48.484
