,Method_name,Sum_of_avg_across_patients
1,BCohF,49.8266666666667
2,BCorrU,49.68
3,BF_BCmean,43.9
4,BF_BCmedian,35.985
5,BF_PF_BCmean,43.93
6,BF_PF_BCmedian,36.445
7,BF_PFmean,43.965
8,BF_PFmedian,36.66
9,PCohF,50
10,PF_BCmean,43.95
11,PF_BCmedian,36.11
12,T_BCmean,49.34
13,T_BCmedian,49.14
14,T_BF_BCmean,49.425
15,T_BF_BCmedian,47.825
16,T_BF_PF_BCmean,49.515
17,T_BF_PF_BCmedian,45.805
18,T_BF_PFmean,49.425
19,T_BF_PFmedian,38.71
20,T_BFmean,49.325
21,T_BFmedian,49.135
22,T_PF_BCmean,49.42
23,T_PF_BCmedian,48.125
24,T_PFmean,49.32
25,T_PFmedian,49.145
26,Tigress,48.96
