,Method_name,Sum_of_avg_across_patients
1,BCohF,45.288
2,BCorrU,44.176
3,BF_BCmean,41.6165
4,BF_BCmedian,41.095
5,BF_PF_BCmean,41.642
6,BF_PF_BCmedian,41.1445
7,BF_PFmean,41.7405
8,BF_PFmedian,41.0965
9,PCohF,46.336
10,PF_BCmean,41.6295
11,PF_BCmedian,41.1295
12,T_BCmean,47.1325
13,T_BCmedian,46.975
14,T_BF_BCmean,47.054
15,T_BF_BCmedian,46.7605
16,T_BF_PF_BCmean,46.802
17,T_BF_PF_BCmedian,45.3675
18,T_BF_PFmean,47.165
19,T_BF_PFmedian,42.5955
20,T_BFmean,47.3285
21,T_BFmedian,47.147
22,T_PF_BCmean,47.0885
23,T_PF_BCmedian,46.955
24,T_PFmean,47.454
25,T_PFmedian,47.1375
26,Tigress,47.3485
