,Method_name,Sum_of_avg_across_patients
1,BCohF,45.5066666666667
2,BCorrU,44.2933333333333
3,BF_BCmean,41.3875
4,BF_BCmedian,40.545
5,BF_PF_BCmean,41.51
6,BF_PF_BCmedian,40.6275
7,BF_PFmean,41.6475
8,BF_PFmedian,40.7075
9,PCohF,46.56
10,PF_BCmean,41.4625
11,PF_BCmedian,40.6825
12,T_BCmean,47.2475
13,T_BCmedian,47.065
14,T_BF_BCmean,47.09
15,T_BF_BCmedian,46.7875
16,T_BF_PF_BCmean,46.83
17,T_BF_PF_BCmedian,45.4525
18,T_BF_PFmean,47.275
19,T_BF_PFmedian,42.4325
20,T_BFmean,47.4675
21,T_BFmedian,47.245
22,T_PF_BCmean,47.1475
23,T_PF_BCmedian,47.005
24,T_PFmean,47.57
25,T_PFmedian,47.2825
26,Tigress,47.4475
