,Method_name,Median_across_patients
1,BCohF,0.92
2,BCorrU,0.9
3,BF_BCmean,0.83
4,BF_BCmedian,0.82
5,BF_PF_BCmean,0.83
6,BF_PF_BCmedian,0.82
7,BF_PFmean,0.83625
8,BF_PFmedian,0.82
9,PCohF,0.933333333333334
10,PF_BCmean,0.82875
11,PF_BCmedian,0.82
12,T_BCmean,0.96
13,T_BCmedian,0.96
14,T_BF_BCmean,0.95625
15,T_BF_BCmedian,0.9375
16,T_BF_PF_BCmean,0.94
17,T_BF_PF_BCmedian,0.91125
18,T_BF_PFmean,0.9475
19,T_BF_PFmedian,0.84875
20,T_BFmean,0.965
21,T_BFmedian,0.9625
22,T_PF_BCmean,0.9575
23,T_PF_BCmedian,0.9425
24,T_PFmean,0.965
25,T_PFmedian,0.9625
26,Tigress,0.965
