,Method_name,Sum_of_avg_across_patients
1,BCohF,46.0533333333333
2,BCorrU,44.5866666666667
3,BF_BCmean,40.815
4,BF_BCmedian,39.17
5,BF_PF_BCmean,41.18
6,BF_PF_BCmedian,39.335
7,BF_PFmean,41.415
8,BF_PFmedian,39.735
9,PCohF,47.12
10,PF_BCmean,41.045
11,PF_BCmedian,39.565
12,T_BCmean,47.535
13,T_BCmedian,47.29
14,T_BF_BCmean,47.18
15,T_BF_BCmedian,46.855
16,T_BF_PF_BCmean,46.9
17,T_BF_PF_BCmedian,45.665
18,T_BF_PFmean,47.55
19,T_BF_PFmedian,42.025
20,T_BFmean,47.815
21,T_BFmedian,47.49
22,T_PF_BCmean,47.295
23,T_PF_BCmedian,47.13
24,T_PFmean,47.86
25,T_PFmedian,47.645
26,Tigress,47.695
