,Method_name,Median_across_patients
1,BCohF,0.92
2,BCorrU,0.893333333333333
3,BF_BCmean,0.82
4,BF_BCmedian,0.8
5,BF_PF_BCmean,0.82
6,BF_PF_BCmedian,0.8
7,BF_PFmean,0.835
8,BF_PFmedian,0.8
9,PCohF,0.946666666666667
10,PF_BCmean,0.82
11,PF_BCmedian,0.8
12,T_BCmean,0.97
13,T_BCmedian,0.97
14,T_BF_BCmean,0.97
15,T_BF_BCmedian,0.95
16,T_BF_PF_BCmean,0.9475
17,T_BF_PF_BCmedian,0.9275
18,T_BF_PFmean,0.97
19,T_BF_PFmedian,0.8475
20,T_BFmean,0.97
21,T_BFmedian,0.97
22,T_PF_BCmean,0.97
23,T_PF_BCmedian,0.96
24,T_PFmean,0.97
25,T_PFmedian,0.97
26,Tigress,0.97
