,Method_name,Sum_of_avg_across_patients
1,BCohF,45.64
2,BCorrU,45.6933333333333
3,BF_BCmean,40.765
4,BF_BCmedian,36.985
5,BF_PF_BCmean,41.1
6,BF_PF_BCmedian,36.81
7,BF_PFmean,41.225
8,BF_PFmedian,37.335
9,PCohF,47.1866666666667
10,PF_BCmean,41.21
11,PF_BCmedian,37.2
12,T_BCmean,46.135
13,T_BCmedian,45.68
14,T_BF_BCmean,45.93
15,T_BF_BCmedian,44.965
16,T_BF_PF_BCmean,45.835
17,T_BF_PF_BCmedian,43.805
18,T_BF_PFmean,45.965
19,T_BF_PFmedian,40.39
20,T_BFmean,46.16
21,T_BFmedian,45.89
22,T_PF_BCmean,45.95
23,T_PF_BCmedian,45.57
24,T_PFmean,46.23
25,T_PFmedian,45.965
26,Tigress,45.95
