,Method_name,Sum_of_avg_across_patients
1,BCohF,45.22
2,BCorrU,45.4466666666667
3,BF_BCmean,41.3225
4,BF_BCmedian,39.3925
5,BF_PF_BCmean,41.51
6,BF_PF_BCmedian,39.305
7,BF_PFmean,41.5125
8,BF_PFmedian,39.4675
9,PCohF,46.7933333333333
10,PF_BCmean,41.565
11,PF_BCmedian,39.44
12,T_BCmean,46.0675
13,T_BCmedian,45.7
14,T_BF_BCmean,45.885
15,T_BF_BCmedian,45.1025
16,T_BF_PF_BCmean,45.7975
17,T_BF_PF_BCmedian,43.9425
18,T_BF_PFmean,45.9425
19,T_BF_PFmedian,41.495
20,T_BFmean,46.08
21,T_BFmedian,45.825
22,T_PF_BCmean,45.895
23,T_PF_BCmedian,45.485
24,T_PFmean,46.175
25,T_PFmedian,45.9625
26,Tigress,45.795
