,Method_name,Median_across_patients
1,BCohF,0.92
2,BCorrU,0.92
3,BF_BCmean,0.82
4,BF_BCmedian,0.76
5,BF_PF_BCmean,0.835
6,BF_PF_BCmedian,0.74
7,BF_PFmean,0.84
8,BF_PFmedian,0.7525
9,PCohF,0.946666666666667
10,PF_BCmean,0.84
11,PF_BCmedian,0.765
12,T_BCmean,0.945
13,T_BCmedian,0.9425
14,T_BF_BCmean,0.94
15,T_BF_BCmedian,0.92
16,T_BF_PF_BCmean,0.94
17,T_BF_PF_BCmedian,0.8925
18,T_BF_PFmean,0.9425
19,T_BF_PFmedian,0.8275
20,T_BFmean,0.945
21,T_BFmedian,0.95
22,T_PF_BCmean,0.94
23,T_PF_BCmedian,0.9375
24,T_PFmean,0.9475
25,T_PFmedian,0.95
26,Tigress,0.945
