,Method_name,Median_across_patients
1,BCohF,0.92
2,BCorrU,0.92
3,BF_BCmean,0.83
4,BF_BCmedian,0.8
5,BF_PF_BCmean,0.8375
6,BF_PF_BCmedian,0.79
7,BF_PFmean,0.84
8,BF_PFmedian,0.7925
9,PCohF,0.933333333333334
10,PF_BCmean,0.84
11,PF_BCmedian,0.79875
12,T_BCmean,0.9325
13,T_BCmedian,0.93125
14,T_BF_BCmean,0.93
15,T_BF_BCmedian,0.915
16,T_BF_PF_BCmean,0.93
17,T_BF_PF_BCmedian,0.88625
18,T_BF_PFmean,0.93
19,T_BF_PFmedian,0.83375
20,T_BFmean,0.9325
21,T_BFmedian,0.935
22,T_PF_BCmean,0.93
23,T_PF_BCmedian,0.92875
24,T_PFmean,0.93375
25,T_PFmedian,0.935
26,Tigress,0.93
