,Method_name,Median_across_patients
1,BCohF,0.92
2,BCorrU,0.92
3,BF_BCmean,0.834
4,BF_BCmedian,0.816
5,BF_PF_BCmean,0.8385
6,BF_PF_BCmedian,0.81
7,BF_PFmean,0.84
8,BF_PFmedian,0.81
9,PCohF,0.928
10,PF_BCmean,0.84
11,PF_BCmedian,0.813
12,T_BCmean,0.9275
13,T_BCmedian,0.92675
14,T_BF_BCmean,0.926
15,T_BF_BCmedian,0.917
16,T_BF_PF_BCmean,0.926
17,T_BF_PF_BCmedian,0.88375
18,T_BF_PFmean,0.926
19,T_BF_PFmedian,0.8385
20,T_BFmean,0.9275
21,T_BFmedian,0.929
22,T_PF_BCmean,0.926
23,T_PF_BCmedian,0.92525
24,T_PFmean,0.92825
25,T_PFmedian,0.929
26,Tigress,0.926
