,Method_name,Sum_of_avg_across_patients
1,BCohF,44.8
2,BCorrU,45.2
3,BF_BCmean,41.88
4,BF_BCmedian,41.8
5,BF_PF_BCmean,41.92
6,BF_PF_BCmedian,41.8
7,BF_PFmean,41.8
8,BF_PFmedian,41.6
9,PCohF,46.4
10,PF_BCmean,41.92
11,PF_BCmedian,41.68
12,T_BCmean,46
13,T_BCmedian,45.72
14,T_BF_BCmean,45.84
15,T_BF_BCmedian,45.24
16,T_BF_PF_BCmean,45.76
17,T_BF_PF_BCmedian,44.08
18,T_BF_PFmean,45.92
19,T_BF_PFmedian,42.6
20,T_BFmean,46
21,T_BFmedian,45.76
22,T_PF_BCmean,45.84
23,T_PF_BCmedian,45.4
24,T_PFmean,46.12
25,T_PFmedian,45.96
26,Tigress,45.64
