,Method_name,Sum_of_avg_across_patients
1,Af,40.88
2,AS,40.64
3,BCohF,43.44
4,BCohW,0
5,BCorrD,41.84
6,BCorrU,42
7,BH2D,40.64
8,BH2U,39.68
9,BMITD1,40.84
10,BMITD2,40.88
11,BMITU,36.72
12,BTED,40.92
13,BTEU,41.24
14,COH1,39.84
15,COH2,37.92
16,DC1,40.68
17,dDTF,41.6
18,DTF,40.68
19,ffDTF,40.76
20,Genie,41.6
21,GGC,40.56
22,GPDC,40.96
23,hmvar,40.88
24,MVAR,40.72
25,oPDCF,40.96
26,pCOH1,38.64
27,pCOH2,38.64
28,PCohF,45.04
29,PCohW,0
30,PCorrD,42
31,PCorrU,36.64
32,PDC,40.8
33,PH2D,40.56
34,PH2U,38.8
35,PMITD1,40.88
36,PMITD2,40.88
37,PMITU,36.64
38,PTED,40.84
39,PTEU,40.92
40,Smvar,38.4
41,Tigress,46.24
