,Method_name,Sum_of_avg_across_patients
1,Af,36.24
2,AS,35.9775
3,BCohF,43.9133333333333
4,BCohW,0
5,BCorrD,40.53
6,BCorrU,42.1666666666667
7,BH2D,37.175
8,BH2U,39.5266666666667
9,BMITD1,36.4175
10,BMITD2,36.3825
11,BMITU,35.66
12,BTED,36.2375
13,BTEU,36.7975
14,COH1,39.58
15,COH2,37.3566666666667
16,DC1,36.6
17,dDTF,37.7175
18,DTF,36.1325
19,ffDTF,36.28
20,Genie,40.7125
21,GGC,34.9275
22,GPDC,36.7825
23,hmvar,36.185
24,MVAR,36.095
25,oPDCF,36.42
26,pCOH1,38.1133333333333
27,pCOH2,38.1133333333333
28,PCohF,45.3233333333333
29,PCohW,0
30,PCorrD,41.11
31,PCorrU,35.7133333333333
32,PDC,36.24
33,PH2D,36.085
34,PH2U,38.1833333333333
35,PMITD1,36.3575
36,PMITD2,36.16
37,PMITU,35.6333333333333
38,PTED,36.1825
39,PTEU,36.765
40,Smvar,37.7666666666667
41,Tigress,46.4825
