,Method_name,Sum_of_avg_across_patients
1,Af,31.6
2,AS,31.315
3,BCohF,44.3866666666667
4,BCohW,0
5,BCorrD,39.22
6,BCorrU,42.3333333333333
7,BH2D,33.71
8,BH2U,39.3733333333333
9,BMITD1,31.995
10,BMITD2,31.885
11,BMITU,34.6
12,BTED,31.555
13,BTEU,32.355
14,COH1,39.32
15,COH2,36.7933333333333
16,DC1,32.52
17,dDTF,33.835
18,DTF,31.585
19,ffDTF,31.8
20,Genie,39.825
21,GGC,29.295
22,GPDC,32.605
23,hmvar,31.49
24,MVAR,31.47
25,oPDCF,31.88
26,pCOH1,37.5866666666667
27,pCOH2,37.5866666666667
28,PCohF,45.6066666666667
29,PCohW,0
30,PCorrD,40.22
31,PCorrU,34.7866666666667
32,PDC,31.68
33,PH2D,31.61
34,PH2U,37.5666666666667
35,PMITD1,31.835
36,PMITD2,31.44
37,PMITU,34.6266666666667
38,PTED,31.525
39,PTEU,32.61
40,Smvar,37.1333333333333
41,Tigress,46.725
