,Method_name,Median_across_patients
1,Af,0.63
2,AS,0.6375
3,BCohF,0.893333333333333
4,BCohW,0
5,BCorrD,0.78
6,BCorrU,0.866666666666667
7,BH2D,0.685
8,BH2U,0.8
9,BMITD1,0.635
10,BMITD2,0.63
11,BMITU,0.693333333333333
12,BTED,0.6325
13,BTEU,0.64
14,COH1,0.78
15,COH2,0.746666666666667
16,DC1,0.6475
17,dDTF,0.6775
18,DTF,0.6425
19,ffDTF,0.6425
20,Genie,0.8
21,GGC,0.575
22,GPDC,0.63
23,hmvar,0.64
24,MVAR,0.6125
25,oPDCF,0.615
26,pCOH1,0.76
27,pCOH2,0.76
28,PCohF,0.906666666666667
29,PCohW,0
30,PCorrD,0.805
31,PCorrU,0.68
32,PDC,0.605
33,PH2D,0.6375
34,PH2U,0.726666666666666
35,PMITD1,0.6225
36,PMITD2,0.6175
37,PMITU,0.68
38,PTED,0.63
39,PTEU,0.6475
40,Smvar,0.76
41,Tigress,0.95
