,Method_name,Median_across_patients
1,T_PFmean,0.936643730838713
2,T_BFmean,0.935848760918052
3,T_BCmean,0.935632282405222
4,T_PF_BCmean,0.93417452299556
5,T_BF_PFmean,0.933999920798732
6,T_BF_BCmean,0.933325076534356
7,Tigress,0.933025555394293
8,T_PFmedian,0.932797398142791
9,T_BFmedian,0.932790396347848
10,T_BF_PF_BCmean,0.932348636356087
11,T_BCmedian,0.930955620423156
12,PCohF,0.930363859491851
13,T_PF_BCmedian,0.919562655621879
14,BCohF,0.910009145728096
15,T_BF_BCmedian,0.907505979305886
16,T_BF_PF_BCmedian,0.892762204463754
17,BCorrU,0.887766333410274
18,BF_PFmean,0.846800773822549
19,BF_PF_BCmean,0.84533262659496
20,PF_BCmean,0.844712214428481
21,BF_BCmean,0.840270547886457
22,T_BF_PFmedian,0.838117180723611
23,BF_PFmedian,0.804350769855334
24,PF_BCmedian,0.801858135442522
25,BF_BCmedian,0.801732165944961
26,BF_PF_BCmedian,0.80060192275238
