,Method_name,Median_across_patients
1,T_PFmean,0.94137914526293
2,T_BFmean,0.941174085431809
3,T_BCmean,0.94047589575201
4,T_BF_PFmean,0.939469308840182
5,PCohF,0.939110880321074
6,T_PF_BCmean,0.937789274128073
7,T_BF_BCmean,0.937703503197043
8,Tigress,0.937028511186201
9,T_PFmedian,0.936600767763353
10,T_BFmedian,0.935828856476649
11,T_BF_PF_BCmean,0.935319708125066
12,T_BCmedian,0.93283590385292
13,T_PF_BCmedian,0.922652290805021
14,BCohF,0.919300654183137
15,T_BF_BCmedian,0.906125136613688
16,BCorrU,0.892218278775014
17,T_BF_PF_BCmedian,0.891243951675076
18,BF_PFmean,0.840927430875476
19,BF_PF_BCmean,0.837434011197475
20,PF_BCmean,0.836760093619434
21,BF_BCmean,0.827095747027446
22,T_BF_PFmedian,0.813105435818007
23,BF_PFmedian,0.757936015410977
24,PF_BCmedian,0.753005890622411
25,BF_BCmedian,0.750223511059136
26,BF_PF_BCmedian,0.749366757076945
