,Method_name,Median_across_patients
1,T_PFmean,0.935549060357563
2,T_BFmean,0.934475967879522
3,T_BCmean,0.934418042998867
4,T_PF_BCmean,0.932962562120387
5,T_BF_PFmean,0.932834877888327
6,T_BF_BCmean,0.932302820294716
7,Tigress,0.931714070848948
8,T_PFmedian,0.93143775633552
9,T_BFmedian,0.931376591225937
10,T_BF_PF_BCmean,0.93129100363841
11,T_BCmedian,0.930418357710855
12,PCohF,0.927035858756686
13,T_PF_BCmedian,0.918811274753897
14,T_BF_BCmedian,0.90848968363538
15,BCohF,0.905726554782211
16,T_BF_PF_BCmedian,0.893294123477295
17,BCorrU,0.88621288625005
18,BF_PFmean,0.849428114754803
19,BF_PF_BCmean,0.848783729714666
20,PF_BCmean,0.847988177625683
21,T_BF_PFmedian,0.847977558840753
22,BF_BCmean,0.845792418176752
23,BF_PFmedian,0.823414683647411
24,BF_BCmedian,0.82228274731585
25,PF_BCmedian,0.822186676199032
26,BF_PF_BCmedian,0.821170415358817
