,Method_name,Sum_of_avg_across_patients
1,T_PFmean,0.934173659689824
2,T_BFmean,0.933356596469304
3,T_BCmean,0.933012408163268
4,T_BF_PFmean,0.932337033549236
5,T_PF_BCmean,0.931938564942433
6,T_BF_BCmean,0.931510052371559
7,T_PFmedian,0.929758963303649
8,T_BFmedian,0.929649496716938
9,T_BF_PF_BCmean,0.929238663581096
10,Tigress,0.929065723175239
11,T_BCmedian,0.928248734344655
12,PCohF,0.923685105871964
13,T_PF_BCmedian,0.916548043080275
14,T_BF_BCmedian,0.907924382944155
15,BCohF,0.903033625089022
16,T_BF_PF_BCmedian,0.893238863647351
17,BCorrU,0.881940181491559
18,T_BF_PFmedian,0.84829706952646
19,BF_PFmean,0.846722251789206
20,BF_PF_BCmean,0.846655128243819
21,PF_BCmean,0.846012884524885
22,BF_BCmean,0.843794994789101
23,BF_PFmedian,0.820357361602473
24,PF_BCmedian,0.819751902340175
25,BF_BCmedian,0.819199102276833
26,BF_PF_BCmedian,0.818485801077502
