,Method_name,Sum_of_avg_across_patients
1,T_PFmean,0.934100643410526
2,T_BFmean,0.933268580823605
3,T_BF_PFmean,0.931218185904861
4,T_BCmean,0.931188249433115
5,T_PF_BCmean,0.930105216474776
6,Tigress,0.929567595769314
7,T_PFmedian,0.929094544345496
8,T_BF_BCmean,0.928815137534827
9,PCohF,0.9280742047584
10,T_BFmedian,0.927868322389793
11,T_BF_PF_BCmean,0.926232137862911
12,T_BCmedian,0.923990003371071
13,T_PF_BCmedian,0.914238217674991
14,BCohF,0.911291194741183
15,T_BF_BCmedian,0.900519202406444
16,BCorrU,0.886001197564456
17,T_BF_PF_BCmedian,0.885061693639317
18,BF_PFmean,0.834378543001059
19,BF_PF_BCmean,0.832105464516436
20,PF_BCmean,0.830339911379246
21,BF_BCmean,0.821979612259966
22,T_BF_PFmedian,0.806798602125237
23,BF_PFmedian,0.752955797934169
24,PF_BCmedian,0.748977007800585
25,BF_BCmedian,0.745346266848702
26,BF_PF_BCmedian,0.744627336925005
