,Method_name,Sum_of_avg_across_patients
1,T_PFmean,0.934204952380952
2,T_BCmean,0.93379419047619
3,T_BFmean,0.933394317460317
4,T_BF_PFmean,0.93281653968254
5,T_PF_BCmean,0.932724285714286
6,T_BF_BCmean,0.932665015873016
7,T_BF_PF_BCmean,0.930527174603175
8,T_BFmedian,0.930412857142857
9,T_BCmedian,0.930073904761905
10,T_PFmedian,0.930043714285714
11,Tigress,0.928850634920635
12,PCohF,0.921804063492063
13,T_PF_BCmedian,0.917537968253968
14,T_BF_BCmedian,0.911098031746032
15,BCohF,0.899494666666667
16,T_BF_PF_BCmedian,0.896743365079365
17,BCorrU,0.880199746031746
18,T_BF_PFmedian,0.866082126984127
19,BF_BCmean,0.853144444444444
20,BF_PF_BCmean,0.852890698412698
21,PF_BCmean,0.852729873015873
22,BF_PFmean,0.852012412698413
23,BF_BCmedian,0.850850317460317
24,BF_PF_BCmedian,0.850139428571429
25,PF_BCmedian,0.850084
26,BF_PFmedian,0.849243746031746
