,Method_name,Median_across_patients
1,T_BCmean,0.935957142857143
2,T_PFmean,0.935300793650794
3,T_BFmean,0.933807142857143
4,T_BF_BCmean,0.932742857142858
5,T_PF_BCmean,0.93185
6,T_BCmedian,0.93165
7,Tigress,0.93120634920635
8,T_BF_PFmean,0.931121428571429
9,T_BF_PF_BCmean,0.93095
10,T_PFmedian,0.930055555555556
11,T_BFmedian,0.929685714285715
12,PCohF,0.922360317460318
13,T_PF_BCmedian,0.916098412698413
14,T_BF_BCmedian,0.911596825396826
15,BCohF,0.899217460317461
16,T_BF_PF_BCmedian,0.895107936507937
17,BCorrU,0.884768253968254
18,T_BF_PFmedian,0.860024603174603
19,BF_BCmean,0.854301587301587
20,BF_BCmedian,0.854301587301587
21,BF_PF_BCmean,0.854301587301587
22,BF_PF_BCmedian,0.854301587301587
23,BF_PFmean,0.854301587301587
24,BF_PFmedian,0.854301587301587
25,PF_BCmean,0.854301587301587
26,PF_BCmedian,0.854301587301587
