,Method_name,Sum_of_avg_across_patients
1,T_PFmean,0.934152797895739
2,T_BFmean,0.933331449141961
3,T_BCmean,0.932491219954653
4,T_BF_PFmean,0.932017362793701
5,T_PF_BCmean,0.931414751094531
6,T_BF_BCmean,0.930740076703921
7,T_PFmedian,0.929569129315606
8,Tigress,0.929209115344974
9,T_BFmedian,0.929140589766325
10,T_BF_PF_BCmean,0.928379656233043
11,T_BCmedian,0.927031954066488
12,PCohF,0.924939134125231
13,T_PF_BCmedian,0.915888092964479
14,T_BF_BCmedian,0.905808617076238
15,BCohF,0.905392930703925
16,T_BF_PF_BCmedian,0.890902529359341
17,BCorrU,0.883100471798101
18,BF_PFmean,0.843195477849736
19,BF_PF_BCmean,0.842498081464567
20,PF_BCmean,0.841534892197559
21,BF_BCmean,0.837562028352205
22,T_BF_PFmedian,0.836440364554682
23,BF_PFmedian,0.801099771982957
24,PF_BCmedian,0.799530503900292
25,BF_BCmedian,0.798098292154509
26,BF_PF_BCmedian,0.797383382748217
