,Method_name,Sum_of_avg_across_patients
1,BCohF,41.2
2,BCorrU,40.32
3,BF_BCmean,41.88
4,BF_BCmedian,41.88
5,BF_PF_BCmean,41.84
6,BF_PF_BCmedian,41.8
7,BF_PFmean,41.68
8,BF_PFmedian,41.68
9,PCohF,41.92
10,PF_BCmean,41.84
11,PF_BCmedian,41.88
12,T_BCmean,45.16
13,T_BCmedian,45.16
14,T_BF_BCmean,44.96
15,T_BF_BCmedian,44.48
16,T_BF_PF_BCmean,44.6
17,T_BF_PF_BCmedian,43.76
18,T_BF_PFmean,44.96
19,T_BF_PFmedian,42
20,T_BFmean,45.04
21,T_BFmedian,45.04
22,T_PF_BCmean,44.92
23,T_PF_BCmedian,44.56
24,T_PFmean,45.16
25,T_PFmedian,45.16
26,Tigress,44.96
