,Method_name,Median_across_patients
1,BCohF,0.86
2,BCorrU,0.813333333333333
3,BF_BCmean,0.745
4,BF_BCmedian,0.745
5,BF_PF_BCmean,0.76
6,BF_PF_BCmedian,0.765
7,BF_PFmean,0.78
8,BF_PFmedian,0.78
9,PCohF,0.866666666666667
10,PF_BCmean,0.75
11,PF_BCmedian,0.75
12,T_BCmean,0.885
13,T_BCmedian,0.885
14,T_BF_BCmean,0.875
15,T_BF_BCmedian,0.8625
16,T_BF_PF_BCmean,0.8675
17,T_BF_PF_BCmedian,0.85
18,T_BF_PFmean,0.8825
19,T_BF_PFmedian,0.795
20,T_BFmean,0.885
21,T_BFmedian,0.885
22,T_PF_BCmean,0.87
23,T_PF_BCmedian,0.87
24,T_PFmean,0.895
25,T_PFmedian,0.895
26,Tigress,0.8925
