,Method_name,Median_across_patients
1,BCohF,0.846666666666667
2,BCorrU,0.806666666666667
3,BF_BCmean,0.7925
4,BF_BCmedian,0.7925
5,BF_PF_BCmean,0.8
6,BF_PF_BCmedian,0.8025
7,BF_PFmean,0.81
8,BF_PFmedian,0.81
9,PCohF,0.853333333333333
10,PF_BCmean,0.795
11,PF_BCmedian,0.795
12,T_BCmean,0.89
13,T_BCmedian,0.89
14,T_BF_BCmean,0.8875
15,T_BF_BCmedian,0.88375
16,T_BF_PF_BCmean,0.8775
17,T_BF_PF_BCmedian,0.86375
18,T_BF_PFmean,0.88625
19,T_BF_PFmedian,0.81875
20,T_BFmean,0.89375
21,T_BFmedian,0.89375
22,T_PF_BCmean,0.89
23,T_PF_BCmedian,0.88375
24,T_PFmean,0.89125
25,T_PFmedian,0.89125
26,Tigress,0.9
