,Method_name,Median_across_patients
1,BCohF,0.844
2,BCorrU,0.798
3,BF_BCmean,0.8115
4,BF_BCmedian,0.8115
5,BF_PF_BCmean,0.816
6,BF_PF_BCmedian,0.8175
7,BF_PFmean,0.819
8,BF_PFmedian,0.819
9,PCohF,0.848
10,PF_BCmean,0.813
11,PF_BCmedian,0.813
12,T_BCmean,0.891
13,T_BCmedian,0.891
14,T_BF_BCmean,0.889
15,T_BF_BCmedian,0.883
16,T_BF_PF_BCmean,0.88075
17,T_BF_PF_BCmedian,0.8695
18,T_BF_PFmean,0.88825
19,T_BF_PFmedian,0.82725
20,T_BFmean,0.88825
21,T_BFmedian,0.88825
22,T_PF_BCmean,0.88975
23,T_PF_BCmedian,0.888
24,T_PFmean,0.8875
25,T_PFmedian,0.8875
26,Tigress,0.89325
