,Method_name,Median_across_patients
1,BCohF,0.933333333333334
2,BCorrU,0.893333333333334
3,BF_BCmean,0.8325
4,BF_BCmedian,0.795
5,BF_PF_BCmean,0.84
6,BF_PF_BCmedian,0.79
7,BF_PFmean,0.84
8,BF_PFmedian,0.7925
9,PCohF,0.933333333333334
10,PF_BCmean,0.835
11,PF_BCmedian,0.79
12,T_BCmean,0.965
13,T_BCmedian,0.9625
14,T_BF_BCmean,0.965
15,T_BF_BCmedian,0.93
16,T_BF_PF_BCmean,0.965
17,T_BF_PF_BCmedian,0.9
18,T_BF_PFmean,0.965
19,T_BF_PFmedian,0.8175
20,T_BFmean,0.965
21,T_BFmedian,0.965
22,T_PF_BCmean,0.965
23,T_PF_BCmedian,0.935
24,T_PFmean,0.965
25,T_PFmedian,0.965
26,Tigress,0.96375
