,Method_name,Sum_of_avg_across_patients
1,BCohF,45.6666666666667
2,BCorrU,43.9933333333333
3,BF_BCmean,41.4025
4,BF_BCmedian,39.6025
5,BF_PF_BCmean,41.5125
6,BF_PF_BCmedian,39.4975
7,BF_PFmean,41.55
8,BF_PFmedian,39.5275
9,PCohF,46.12
10,PF_BCmean,41.5075
11,PF_BCmedian,39.5
12,T_BCmean,47.87
13,T_BCmedian,47.585
14,T_BF_BCmean,47.775
15,T_BF_BCmedian,46.41
16,T_BF_PF_BCmean,47.6125
17,T_BF_PF_BCmedian,44.91
18,T_BF_PFmean,47.725
19,T_BF_PFmedian,40.6625
20,T_BFmean,47.8125
21,T_BFmedian,47.7175
22,T_PF_BCmean,47.78
23,T_PF_BCmedian,46.4775
24,T_PFmean,47.78
25,T_PFmedian,47.73
26,Tigress,47.6575
