,Method_name,Sum_of_avg_across_patients
1,BCohF,45.48
2,BCorrU,43.836
3,BF_BCmean,41.6415
4,BF_BCmedian,40.5295
5,BF_PF_BCmean,41.6915
6,BF_PF_BCmedian,40.4345
7,BF_PFmean,41.698
8,BF_PFmedian,40.4205
9,PCohF,46.008
10,PF_BCmean,41.6885
11,PF_BCmedian,40.436
12,T_BCmean,47.73
13,T_BCmedian,47.447
14,T_BF_BCmean,47.641
15,T_BF_BCmedian,46.214
16,T_BF_PF_BCmean,47.4795
17,T_BF_PF_BCmedian,44.85
18,T_BF_PFmean,47.547
19,T_BF_PFmedian,41.3255
20,T_BFmean,47.6635
21,T_BFmedian,47.5745
22,T_PF_BCmean,47.644
23,T_PF_BCmedian,46.2705
24,T_PFmean,47.628
25,T_PFmedian,47.566
26,Tigress,47.5225
