,Method_name,Sum_of_avg_across_patients
1,Af,31.9329358936557
2,AS,31.9392629858961
3,BCohF,42.8933333333333
4,BCohW,0
5,BCorrD,36.766247727161
6,BCorrU,41.1866666666667
7,BH2D,32.2274313234066
8,BH2U,35.1066666666667
9,BMITD1,32.6428571428571
10,BMITD2,32.6803129146395
11,BMITU,35
12,BTED,32.6863267236719
13,BTEU,33.6945611577964
14,COH1,38.6333333333333
15,COH2,36.1466666666667
16,DC1,32.2930610840828
17,dDTF,33.4677717578259
18,DTF,32.202801734729
19,ffDTF,31.9672096908939
20,Genie,40.9332829623077
21,GGC,30.7261198338985
22,GPDC,32.7127346552656
23,hmvar,31.7444929726276
24,MVAR,32.0749852572608
25,oPDCF,32.5978334316183
26,pCOH1,37.62
27,pCOH2,37.6266666666667
28,PCohF,42.8133333333333
29,PCohW,0
30,PCorrD,38.0765271020689
31,PCorrU,35.7866666666667
32,PDC,32.3763944174161
33,PH2D,31.6276721214802
34,PH2U,33.7466666666667
35,PMITD1,33.6113107523711
36,PMITD2,33.5635135633201
37,PMITU,36.4
38,PTED,33.0568363310236
39,PTEU,33.8102701606959
40,Smvar,37.0266666666667
41,Tigress,40.7544842498403
