,Method_name,Sum_of_avg_across_patients
1,Af,35.3678807680967
2,AS,35.5377788957688
3,BCohF,43.052
4,BCohW,0
5,BCorrD,38.1898743181483
6,BCorrU,41.308
7,BH2D,35.624229397022
8,BH2U,37.02
9,BMITD1,35.8048571428571
10,BMITD2,35.8720938743919
11,BMITU,35.868
12,BTED,36.0138980171016
13,BTEU,37.1563683473389
14,COH1,39.03
15,COH2,36.996
16,DC1,35.6999183252248
17,dDTF,36.2483315273478
18,DTF,35.7848405204187
19,ffDTF,35.6301629072682
20,Genie,40.8399848886923
21,GGC,35.2018359501695
22,GPDC,36.0218203965797
23,hmvar,35.5073478917883
24,MVAR,35.5504955771782
25,oPDCF,35.6233500294855
26,pCOH1,38.446
27,pCOH2,38.448
28,PCohF,42.972
29,PCohW,0
30,PCorrD,39.1709581306207
31,PCorrU,36.552
32,PDC,35.5849183252248
33,PH2D,35.584301636444
34,PH2U,35.324
35,PMITD1,36.5153932257113
36,PMITD2,36.473054068996
37,PMITU,36.96
38,PTED,36.3770508993071
39,PTEU,37.1630810482088
40,Smvar,37.764
41,Tigress,41.2623452749521
