,Method_name,Sum_of_avg_across_patients
1,BCohF,45.1864568764569
2,BCorrU,43.3100699300699
3,BF_BCmean,43.6929060265577
4,BF_BCmedian,40.5527783452503
5,BF_PF_BCmean,43.8771961184882
6,BF_PF_BCmedian,40.7840960163432
7,BF_PFmean,43.9472063329928
8,BF_PFmedian,40.7590960163432
9,PCohF,45.3196503496504
10,PF_BCmean,43.6644790602656
11,PF_BCmedian,40.4311440245148
12,T_BCmean,47.8650408580184
13,T_BCmedian,47.7246833503575
14,T_BF_BCmean,47.8634269662921
15,T_BF_BCmedian,47.1997242083759
16,T_BF_PF_BCmean,47.8200561797753
17,T_BF_PF_BCmedian,46.2035342185904
18,T_BF_PFmean,47.9308580183861
19,T_BF_PFmedian,42.3849182839632
20,T_BFmean,47.9296322778345
21,T_BFmedian,47.9265832482125
22,T_PF_BCmean,47.9003881511747
23,T_PF_BCmedian,47.3648927477017
24,T_PFmean,47.9653166496425
25,T_PFmedian,47.9062870275792
26,Tigress,47.9081256384065
