,Method_name,Sum_of_avg_across_patients
1,BCohF,45.1598741258741
2,BCorrU,43.490041958042
3,BF_BCmean,44.2117436159346
4,BF_BCmedian,42.3156670071502
5,BF_PF_BCmean,44.3063176710929
6,BF_PF_BCmedian,42.4464576098059
7,BF_PFmean,44.3563237997957
8,BF_PFmedian,42.4114576098059
9,PCohF,45.3677902097902
10,PF_BCmean,44.1786874361593
11,PF_BCmedian,42.2266864147089
12,T_BCmean,47.819024514811
13,T_BCmedian,47.7028100102145
14,T_BF_BCmean,47.8020561797753
15,T_BF_BCmedian,47.1758345250255
16,T_BF_PF_BCmean,47.7840337078652
17,T_BF_PF_BCmedian,46.2741205311542
18,T_BF_PFmean,47.8705148110317
19,T_BF_PFmedian,43.5229509703779
20,T_BFmean,47.8297793667007
21,T_BFmedian,47.8559499489275
22,T_PF_BCmean,47.8362328907048
23,T_PF_BCmedian,47.314935648621
24,T_PFmean,47.8631899897855
25,T_PFmedian,47.8197722165475
26,Tigress,47.7808753830439
