,Method_name,Sum_of_avg_across_patients
1,BCohF,45.12
2,BCorrU,43.76
3,BF_BCmean,44.99
4,BF_BCmedian,44.96
5,BF_PF_BCmean,44.95
6,BF_PF_BCmedian,44.94
7,BF_PFmean,44.97
8,BF_PFmedian,44.89
9,PCohF,45.44
10,PF_BCmean,44.95
11,PF_BCmedian,44.92
12,T_BCmean,47.75
13,T_BCmedian,47.67
14,T_BF_BCmean,47.71
15,T_BF_BCmedian,47.14
16,T_BF_PF_BCmean,47.73
17,T_BF_PF_BCmedian,46.38
18,T_BF_PFmean,47.78
19,T_BF_PFmedian,45.23
20,T_BFmean,47.68
21,T_BFmedian,47.75
22,T_PF_BCmean,47.74
23,T_PF_BCmedian,47.24
24,T_PFmean,47.71
25,T_PFmedian,47.69
26,Tigress,47.59
