,Method_name,Median_across_patients
1,BCohF,0.768
2,BCorrU,0.764
3,BF_BCmean,0.8025
4,BF_BCmedian,0.801
5,BF_PF_BCmean,0.8175
6,BF_PF_BCmedian,0.80325
7,BF_PFmean,0.81975
8,BF_PFmedian,0.81
9,PCohF,0.852
10,PF_BCmean,0.8145
11,PF_BCmedian,0.81
12,T_BCmean,0.8415
13,T_BCmedian,0.8415
14,T_BF_BCmean,0.84075
15,T_BF_BCmedian,0.8075
16,T_BF_PF_BCmean,0.8545
17,T_BF_PF_BCmedian,0.837
18,T_BF_PFmean,0.85275
19,T_BF_PFmedian,0.8335
20,T_BFmean,0.842
21,T_BFmedian,0.84075
22,T_PF_BCmean,0.85225
23,T_PF_BCmedian,0.8405
24,T_PFmean,0.8525
25,T_PFmedian,0.8525
26,Tigress,0.84375
