,Method_name,Sum_of_avg_across_patients
1,BCohF,38.78
2,BCorrU,37.8666666666667
3,BF_BCmean,38.3725
4,BF_BCmedian,38.245
5,BF_PF_BCmean,39.59
6,BF_PF_BCmedian,38.3475
7,BF_PFmean,39.83
8,BF_PFmedian,39.2525
9,PCohF,42.5666666666667
10,PF_BCmean,39.74
11,PF_BCmedian,39.1875
12,T_BCmean,41.7125
13,T_BCmedian,41.615
14,T_BF_BCmean,41.705
15,T_BF_BCmedian,38.9725
16,T_BF_PF_BCmean,41.7525
17,T_BF_PF_BCmedian,40.345
18,T_BF_PFmean,41.8375
19,T_BF_PFmedian,40.45
20,T_BFmean,41.82
21,T_BFmedian,41.71
22,T_PF_BCmean,41.84
23,T_PF_BCmedian,40.4875
24,T_PFmean,41.95
25,T_PFmedian,41.73
26,Tigress,41.875
