,Method_name,Median_across_patients
1,BCohF,0.773333333333333
2,BCorrU,0.766666666666666
3,BF_BCmean,0.7775
4,BF_BCmedian,0.775
5,BF_PF_BCmean,0.8025
6,BF_PF_BCmedian,0.77875
7,BF_PFmean,0.80625
8,BF_PFmedian,0.79
9,PCohF,0.86
10,PF_BCmean,0.8
11,PF_BCmedian,0.79
12,T_BCmean,0.84
13,T_BCmedian,0.84125
14,T_BF_BCmean,0.84
15,T_BF_BCmedian,0.78625
16,T_BF_PF_BCmean,0.84
17,T_BF_PF_BCmedian,0.815
18,T_BF_PFmean,0.8425
19,T_BF_PFmedian,0.81
20,T_BFmean,0.84
21,T_BFmedian,0.84125
22,T_PF_BCmean,0.8425
23,T_PF_BCmedian,0.81875
24,T_PFmean,0.84625
25,T_PFmedian,0.8425
26,Tigress,0.84
