,Method_name,Sum_of_avg_across_patients
1,Af,35.9989530132789
2,AS,36.0208478038815
3,BCohF,47.8339393939394
4,BCohW,0
5,BCorrD,44.6606384065373
6,BCorrU,46.0648951048951
7,BH2D,37.2742083758938
8,BH2U,38.5554079254079
9,BMITD1,37.2123697650664
10,BMITD2,37.3534116445352
11,BMITU,34.6462937062937
12,BTED,35.7252860061287
13,BTEU,36.4624668028601
14,COH1,39.6065501165501
15,COH2,39.2337762237762
16,DC1,36.2871246169561
17,dDTF,39.0222369765066
18,DTF,36.1602757916241
19,ffDTF,36.134228804903
20,Genie,45.2254341164454
21,GGC,34.227568947906
22,GPDC,35.8368386108274
23,hmvar,36.1190143003064
24,MVAR,36.081557711951
25,oPDCF,35.693391215526
26,pCOH1,39.1231818181818
27,pCOH2,39.1234731934732
28,PCohF,48.2909090909091
29,PCohW,0
30,PCorrD,44.6323544433095
31,PCorrU,33.7560372960373
32,PDC,35.67208886619
33,PH2D,36.714708886619
34,PH2U,34.6626107226107
35,PMITD1,38.4942798774259
36,PMITD2,38.2727987742594
37,PMITU,36.0172727272727
38,PTED,35.9473442288049
39,PTEU,36.5325280898876
40,Smvar,35.214324009324
41,Tigress,48.6234269662921
