,Method_name,Median_across_patients
1,Af,0.721302349336057
2,AS,0.722579162410623
3,BCohF,0.959848484848485
4,BCohW,0
5,BCorrD,0.898416751787538
6,BCorrU,0.924114219114219
7,BH2D,0.744305413687436
8,BH2U,0.770920745920746
9,BMITD1,0.739816138917263
10,BMITD2,0.744943820224719
11,BMITU,0.686666666666667
12,BTED,0.710651174668029
13,BTEU,0.735750766087845
14,COH1,0.794079254079254
15,COH2,0.785
16,DC1,0.727632788559755
17,dDTF,0.782078651685393
18,DTF,0.721504085801838
19,ffDTF,0.720408580183861
20,Genie,0.905640960163432
21,GGC,0.679933605720123
22,GPDC,0.711726251276813
23,hmvar,0.728580183861083
24,MVAR,0.720663942798774
25,oPDCF,0.719259448416752
26,pCOH1,0.777861305361305
27,pCOH2,0.778006993006993
28,PCohF,0.96951048951049
29,PCohW,0
30,PCorrD,0.897650663942799
31,PCorrU,0.679044289044289
32,PDC,0.718950459652707
33,PH2D,0.734198161389172
34,PH2U,0.689289044289044
35,PMITD1,0.768873850868233
36,PMITD2,0.762106741573033
37,PMITU,0.721631701631702
38,PTED,0.71373595505618
39,PTEU,0.731516853932584
40,Smvar,0.703857808857809
41,Tigress,0.973562308478039
