,Method_name,Median_across_patients
1,Af,0.789217058222676
2,AS,0.789547497446374
3,BCohF,0.953104895104895
4,BCohW,0
5,BCorrD,0.899050051072523
6,BCorrU,0.919342657342657
7,BH2D,0.803643513789581
8,BH2U,0.781853146853147
9,BMITD1,0.799889683350357
10,BMITD2,0.804409601634321
11,BMITU,0.729398601398601
12,BTED,0.783035750766088
13,BTEU,0.800224719101124
14,COH1,0.807041958041958
15,COH2,0.797244755244755
16,DC1,0.794273237997957
17,dDTF,0.825812053115424
18,DTF,0.788934627170582
19,ffDTF,0.789063840653728
20,Genie,0.903723186925434
21,GGC,0.763960163432074
22,GPDC,0.783035750766088
23,hmvar,0.79314811031665
24,MVAR,0.790366189989785
25,oPDCF,0.787555669050051
26,pCOH1,0.799524475524475
27,pCOH2,0.799524475524475
28,PCohF,0.965706293706294
29,PCohW,0
30,PCorrD,0.90094126659857
31,PCorrU,0.719426573426573
32,PDC,0.787479060265577
33,PH2D,0.796518896833504
34,PH2U,0.727993006993007
35,PMITD1,0.819783963227783
36,PMITD2,0.81526404494382
37,PMITU,0.754762237762238
38,PTED,0.787761491317671
39,PTEU,0.79567620020429
40,Smvar,0.740762237762238
41,Tigress,0.968988253319714
