,Method_name,Median_across_patients
1,BCohF,0.854
2,BCorrU,0.848
3,BF_BCmean,0.82425
4,BF_BCmedian,0.81825
5,BF_PF_BCmean,0.8385
6,BF_PF_BCmedian,0.816
7,BF_PFmean,0.846
8,BF_PFmedian,0.834
9,PCohF,1
10,PF_BCmean,0.84675
11,PF_BCmedian,0.83475
12,T_BCmean,0.9015
13,T_BCmedian,0.894
14,T_BF_BCmean,0.908
15,T_BF_BCmedian,0.83475
16,T_BF_PF_BCmean,0.91925
17,T_BF_PF_BCmedian,0.88525
18,T_BF_PFmean,0.92075
19,T_BF_PFmedian,0.8875
20,T_BFmean,0.914
21,T_BFmedian,0.91175
22,T_PF_BCmean,0.92075
23,T_PF_BCmedian,0.88675
24,T_PFmean,0.9095
25,T_PFmedian,0.90225
26,Tigress,0.89275
