,Method_name,Sum_of_avg_across_patients
1,BCohF,42.32
2,BCorrU,41.92
3,BF_BCmean,41.84
4,BF_BCmedian,41.76
5,BF_PF_BCmean,41.8
6,BF_PF_BCmedian,41.76
7,BF_PFmean,41.88
8,BF_PFmedian,42
9,PCohF,47.68
10,PF_BCmean,41.92
11,PF_BCmedian,41.92
12,T_BCmean,45.36
13,T_BCmedian,45.16
14,T_BF_BCmean,45.52
15,T_BF_BCmedian,42.84
16,T_BF_PF_BCmean,45.6
17,T_BF_PF_BCmedian,44.2
18,T_BF_PFmean,45.84
19,T_BF_PFmedian,44.36
20,T_BFmean,45.52
21,T_BFmedian,45.48
22,T_PF_BCmean,45.88
23,T_PF_BCmedian,44.16
24,T_PFmean,45.72
25,T_PFmedian,45.52
26,Tigress,44.8
