,Method_name,Median_across_patients
1,BCohF,0.863333333333333
2,BCorrU,0.853333333333333
3,BF_BCmean,0.81375
4,BF_BCmedian,0.80375
5,BF_PF_BCmean,0.8375
6,BF_PF_BCmedian,0.8
7,BF_PFmean,0.85
8,BF_PFmedian,0.83
9,PCohF,1
10,PF_BCmean,0.85125
11,PF_BCmedian,0.83375
12,T_BCmean,0.9025
13,T_BCmedian,0.895
14,T_BF_BCmean,0.90375
15,T_BF_BCmedian,0.83
16,T_BF_PF_BCmean,0.915
17,T_BF_PF_BCmedian,0.88875
18,T_BF_PFmean,0.9175
19,T_BF_PFmedian,0.8925
20,T_BFmean,0.9125
21,T_BFmedian,0.90625
22,T_PF_BCmean,0.91875
23,T_PF_BCmedian,0.8875
24,T_PFmean,0.91
25,T_PFmedian,0.905
26,Tigress,0.9
