,Method_name,Median_across_patients
1,Af,0.6975
2,AS,0.65875
3,BCohF,0.866666666666666
4,BCohW,0
5,BCorrD,0.82
6,BCorrU,0.866666666666666
7,BH2D,0.75375
8,BH2U,0.856666666666667
9,BMITD1,0.755
10,BMITD2,0.75875
11,BMITU,0.746666666666666
12,BTED,0.72
13,BTEU,0.74
14,COH1,0.863333333333333
15,COH2,0.82
16,DC1,0.73625
17,dDTF,0.775
18,DTF,0.68625
19,ffDTF,0.69
20,Genie,0.8
21,GGC,0.615
22,GPDC,0.7425
23,hmvar,0.6725
24,MVAR,0.67125
25,oPDCF,0.68
26,pCOH1,0.916666666666667
27,pCOH2,0.916666666666667
28,PCohF,1
29,PCohW,0
30,PCorrD,0.855
31,PCorrU,0.92
32,PDC,0.67875
33,PH2D,0.765
34,PH2U,0.833333333333333
35,PMITD1,0.7875
36,PMITD2,0.78875
37,PMITU,0.79
38,PTED,0.73375
39,PTEU,0.745
40,Smvar,0.76
41,Tigress,0.96
