,Method_name,Sum_of_avg_across_patients
1,Af,28.34
2,AS,26.405
3,BCohF,44.8533333333333
4,BCohW,0
5,BCorrD,40.135
6,BCorrU,44.72
7,BH2D,34.295
8,BH2U,43.08
9,BMITD1,34.785
10,BMITD2,35.13
11,BMITU,37.2266666666667
12,BTED,31.475
13,BTEU,32.825
14,COH1,44.1866666666667
15,COH2,40.7066666666667
16,DC1,32.845
17,dDTF,36.47
18,DTF,28.85
19,ffDTF,28.855
20,Genie,38.685
21,GGC,21.735
22,GPDC,32.52
23,hmvar,27.295
24,MVAR,27.045
25,oPDCF,27.58
26,pCOH1,46.0533333333333
27,pCOH2,46.0533333333333
28,PCohF,49.3066666666667
29,PCohW,0
30,PCorrD,42.87
31,PCorrU,44.6933333333333
32,PDC,27.635
33,PH2D,35.405
34,PH2U,41.9866666666667
35,PMITD1,36.97
36,PMITD2,37.03
37,PMITU,40.1066666666667
38,PTED,32.115
39,PTEU,32.835
40,Smvar,38.3666666666667
41,Tigress,47.88
