,Method_name,Sum_of_avg_across_patients
1,BCohF,45.12
2,BCorrU,44.4666666666667
3,BF_BCmean,40.39
4,BF_BCmedian,36.875
5,BF_PF_BCmean,40.92
6,BF_PF_BCmedian,36.92
7,BF_PFmean,41.015
8,BF_PFmedian,37.485
9,PCohF,46.9066666666667
10,PF_BCmean,41.135
11,PF_BCmedian,37.295
12,T_BCmean,46.955
13,T_BCmedian,45.98
14,T_BF_BCmean,46.41
15,T_BF_BCmedian,43.71
16,T_BF_PF_BCmean,45.86
17,T_BF_PF_BCmedian,42.56
18,T_BF_PFmean,46.515
19,T_BF_PFmedian,39.84
20,T_BFmean,46.945
21,T_BFmedian,46.43
22,T_PF_BCmean,46.655
23,T_PF_BCmedian,44.58
24,T_PFmean,47.11
25,T_PFmedian,46.68
26,Tigress,47.16
