,Method_name,Median_across_patients
1,BCohF,0.884
2,BCorrU,0.856
3,BF_BCmean,0.834
4,BF_BCmedian,0.81
5,BF_PF_BCmean,0.834
6,BF_PF_BCmedian,0.8085
7,BF_PFmean,0.8325
8,BF_PFmedian,0.81
9,PCohF,0.928
10,PF_BCmean,0.834
11,PF_BCmedian,0.81
12,T_BCmean,0.94375
13,T_BCmedian,0.92525
14,T_BF_BCmean,0.932
15,T_BF_BCmedian,0.87775
16,T_BF_PF_BCmean,0.92375
17,T_BF_PF_BCmedian,0.8575
18,T_BF_PFmean,0.932
19,T_BF_PFmedian,0.831
20,T_BFmean,0.9415
21,T_BFmedian,0.929
22,T_PF_BCmean,0.932
23,T_PF_BCmedian,0.89025
24,T_PFmean,0.95325
25,T_PFmedian,0.92975
26,Tigress,0.93275
