,Method_name,Sum_of_avg_across_patients
1,BCohF,44.16
2,BCorrU,43.28
3,BF_BCmean,42
4,BF_BCmedian,41.88
5,BF_PF_BCmean,42
6,BF_PF_BCmedian,41.88
7,BF_PFmean,41.88
8,BF_PFmedian,41.8
9,PCohF,46.08
10,PF_BCmean,41.92
11,PF_BCmedian,41.84
12,T_BCmean,46.68
13,T_BCmedian,46.6
14,T_BF_BCmean,46.56
15,T_BF_BCmedian,44.28
16,T_BF_PF_BCmean,46.04
17,T_BF_PF_BCmedian,43.48
18,T_BF_PFmean,46.52
19,T_BF_PFmedian,42.64
20,T_BFmean,46.68
21,T_BFmedian,46.6
22,T_PF_BCmean,46.48
23,T_PF_BCmedian,44.64
24,T_PFmean,46.76
25,T_PFmedian,46.48
26,Tigress,46.6
