,Method_name,Median_across_patients
1,BCohF,0.928
2,BCorrU,0.92
3,BF_BCmean,0.8385
4,BF_BCmedian,0.8145
5,BF_PF_BCmean,0.84
6,BF_PF_BCmedian,0.813
7,BF_PFmean,0.84
8,BF_PFmedian,0.81175
9,PCohF,0.93
10,PF_BCmean,0.84
11,PF_BCmedian,0.8145
12,T_BCmean,0.963
13,T_BCmedian,0.963
14,T_BF_BCmean,0.963
15,T_BF_BCmedian,0.93125
16,T_BF_PF_BCmean,0.966
17,T_BF_PF_BCmedian,0.89575
18,T_BF_PFmean,0.96525
19,T_BF_PFmedian,0.8295
20,T_BFmean,0.96525
21,T_BFmedian,0.963
22,T_PF_BCmean,0.963
23,T_PF_BCmedian,0.932
24,T_PFmean,0.9645
25,T_PFmedian,0.963
26,Tigress,0.963
