,Method_name,Sum_of_avg_across_patients
1,BCohF,46.0266666666667
2,BCorrU,44.4
3,BF_BCmean,41.57
4,BF_BCmedian,39.735
5,BF_PF_BCmean,41.695
6,BF_PF_BCmedian,39.715
7,BF_PFmean,41.765
8,BF_PFmedian,39.7075
9,PCohF,46.6333333333333
10,PF_BCmean,41.645
11,PF_BCmedian,39.6675
12,T_BCmean,48.1425
13,T_BCmedian,47.8625
14,T_BF_BCmean,48.0725
15,T_BF_BCmedian,46.84
16,T_BF_PF_BCmean,47.9775
17,T_BF_PF_BCmedian,45.2475
18,T_BF_PFmean,48.075
19,T_BF_PFmedian,40.985
20,T_BFmean,48.1125
21,T_BFmedian,48.0025
22,T_PF_BCmean,48.05
23,T_PF_BCmedian,46.92
24,T_PFmean,48.115
25,T_PFmedian,47.9625
26,Tigress,47.985
