,Method_name,Sum_of_avg_across_patients
1,BCohF,45.52
2,BCorrU,44
3,BF_BCmean,42
4,BF_BCmedian,41.88
5,BF_PF_BCmean,41.92
6,BF_PF_BCmedian,41.92
7,BF_PFmean,41.92
8,BF_PFmedian,41.76
9,PCohF,46.24
10,PF_BCmean,41.92
11,PF_BCmedian,41.76
12,T_BCmean,47.68
13,T_BCmedian,47.48
14,T_BF_BCmean,47.6
15,T_BF_BCmedian,46.4
16,T_BF_PF_BCmean,47.52
17,T_BF_PF_BCmedian,45
18,T_BF_PFmean,47.64
19,T_BF_PFmedian,42.4
20,T_BFmean,47.68
21,T_BFmedian,47.6
22,T_PF_BCmean,47.56
23,T_PF_BCmedian,46.44
24,T_PFmean,47.68
25,T_PFmedian,47.52
26,Tigress,47.6
