,Method_name,Median_across_patients
1,BCohF,0.933333333333334
2,BCorrU,0.92
3,BF_BCmean,0.8375
4,BF_BCmedian,0.7975
5,BF_PF_BCmean,0.84
6,BF_PF_BCmedian,0.7975
7,BF_PFmean,0.84
8,BF_PFmedian,0.8
9,PCohF,0.936666666666667
10,PF_BCmean,0.84
11,PF_BCmedian,0.7975
12,T_BCmean,0.965
13,T_BCmedian,0.965
14,T_BF_BCmean,0.965
15,T_BF_BCmedian,0.93375
16,T_BF_PF_BCmean,0.97
17,T_BF_PF_BCmedian,0.905
18,T_BF_PFmean,0.96875
19,T_BF_PFmedian,0.81875
20,T_BFmean,0.96875
21,T_BFmedian,0.965
22,T_PF_BCmean,0.965
23,T_PF_BCmedian,0.93625
24,T_PFmean,0.9675
25,T_PFmedian,0.965
26,Tigress,0.965
