,Method_name,Sum_of_avg_across_patients
1,BCohF,45.824
2,BCorrU,44.24
3,BF_BCmean,41.742
4,BF_BCmedian,40.593
5,BF_PF_BCmean,41.785
6,BF_PF_BCmedian,40.597
7,BF_PFmean,41.827
8,BF_PFmedian,40.5285
9,PCohF,46.476
10,PF_BCmean,41.755
11,PF_BCmedian,40.5045
12,T_BCmean,47.9575
13,T_BCmedian,47.7095
14,T_BF_BCmean,47.8835
15,T_BF_BCmedian,46.664
16,T_BF_PF_BCmean,47.7945
17,T_BF_PF_BCmedian,45.1485
18,T_BF_PFmean,47.901
19,T_BF_PFmedian,41.551
20,T_BFmean,47.9395
21,T_BFmedian,47.8415
22,T_PF_BCmean,47.854
23,T_PF_BCmedian,46.728
24,T_PFmean,47.941
25,T_PFmedian,47.7855
26,Tigress,47.831
