,Method_name,Median_across_patients
1,Af,0.59
2,AS,0.63
3,BCohF,0.92
4,BCohW,0
5,BCorrD,0.82
6,BCorrU,0.92
7,BH2D,0.6275
8,BH2U,0.853333333333333
9,BMITD1,0.6675
10,BMITD2,0.655
11,BMITU,0.7
12,BTED,0.6475
13,BTEU,0.74
14,COH1,0.933333333333333
15,COH2,0.9
16,DC1,0.6625
17,dDTF,0.81
18,DTF,0.6125
19,ffDTF,0.5925
20,Genie,0.82
21,GGC,0.525
22,GPDC,0.6375
23,hmvar,0.59
24,MVAR,0.63
25,oPDCF,0.5975
26,pCOH1,0.953333333333333
27,pCOH2,0.953333333333333
28,PCohF,0.946666666666667
29,PCohW,0
30,PCorrD,0.865
31,PCorrU,0.74
32,PDC,0.595
33,PH2D,0.675
34,PH2U,0.733333333333334
35,PMITD1,0.6975
36,PMITD2,0.69
37,PMITU,0.72
38,PTED,0.6725
39,PTEU,0.76
40,Smvar,0.813333333333333
41,Tigress,0.945
