,Method_name,Median_across_patients
1,Af,0.69875
2,AS,0.71875
3,BCohF,0.92
4,BCohW,0
5,BCorrD,0.83
6,BCorrU,0.92
7,BH2D,0.71375
8,BH2U,0.843333333333333
9,BMITD1,0.74875
10,BMITD2,0.7425
11,BMITU,0.693333333333334
12,BTED,0.73
13,BTEU,0.7875
14,COH1,0.926666666666667
15,COH2,0.873333333333334
16,DC1,0.73625
17,dDTF,0.80875
18,DTF,0.71
19,ffDTF,0.69875
20,Genie,0.83
21,GGC,0.66625
22,GPDC,0.73375
23,hmvar,0.695
24,MVAR,0.7225
25,oPDCF,0.70375
26,pCOH1,0.936666666666667
27,pCOH2,0.936666666666667
28,PCohF,0.933333333333334
29,PCohW,0
30,PCorrD,0.8525
31,PCorrU,0.753333333333334
32,PDC,0.7
33,PH2D,0.745
34,PH2U,0.74
35,PMITD1,0.75375
36,PMITD2,0.7475
37,PMITU,0.73
38,PTED,0.73875
39,PTEU,0.79875
40,Smvar,0.803333333333333
41,Tigress,0.93
