,Method_name,Sum_of_avg_across_patients
1,Af,37.474
2,AS,37.959
3,BCohF,45.052
4,BCohW,0
5,BCorrD,41.214
6,BCorrU,45.348
7,BH2D,37.8325
8,BH2U,42.172
9,BMITD1,38.684
10,BMITD2,38.7145
11,BMITU,34.48
12,BTED,38.418
13,BTEU,40.25
14,COH1,45.072
15,COH2,43.716
16,DC1,38.4405
17,dDTF,40.9725
18,DTF,37.6665
19,ffDTF,37.5465
20,Genie,41.098
21,GGC,36.1855
22,GPDC,38.3165
23,hmvar,37.3345
24,MVAR,37.808
25,oPDCF,37.185
26,pCOH1,45.8
27,pCOH2,45.8
28,PCohF,46.636
29,PCohW,0
30,PCorrD,41.885
31,PCorrU,37.78
32,PDC,37.259
33,PH2D,38.564
34,PH2U,37.004
35,PMITD1,39.4465
36,PMITD2,39.612
37,PMITU,37.272
38,PTED,38.7675
39,PTEU,40.3545
40,Smvar,40.508
41,Tigress,45.733
