,Method_name,Sum_of_avg_across_patients
1,Af,29.9
2,AS,31.05
3,BCohF,45.64
4,BCohW,0
5,BCorrD,40.5
6,BCorrU,45.6933333333333
7,BH2D,31.375
8,BH2U,42.76
9,BMITD1,33.56
10,BMITD2,33.755
11,BMITU,35.2266666666667
12,BTED,32.58
13,BTEU,36.82
14,COH1,45.7066666666667
15,COH2,44.7333333333333
16,DC1,32.375
17,dDTF,39.135
18,DTF,30.635
19,ffDTF,30.515
20,Genie,40.3
21,GGC,26.725
22,GPDC,31.775
23,hmvar,29.715
24,MVAR,31.2
25,oPDCF,29.87
26,pCOH1,46.64
27,pCOH2,46.64
28,PCohF,47.1866666666667
29,PCohW,0
30,PCorrD,42.27
31,PCorrU,37.4533333333333
32,PDC,29.93
33,PH2D,33.44
34,PH2U,35.9866666666667
35,PMITD1,35.355
36,PMITD2,35.44
37,PMITU,37.2533333333333
38,PTED,33.465
39,PTEU,37.355
40,Smvar,41.1333333333333
41,Tigress,45.95
